average_star,ceo_star,company_class,company_employee,company_industry,company_name,company_sales,company_year,culture_star,life_star,opportunity_star,salary_star,salary_고졸,salary_과장,salary_대리,salary_대졸2,salary_대졸4,salary_주임,salary_차장
3.3,3.2,,,응용 소프트웨어 개발 및 공급업,(주)카카오브이엑스,,,3.4,3.6,2.8,2.9,2416,5368,4449,2755,3104,3715,6376
4.2,4.4,,,응용 소프트웨어 개발 및 공급업,(주)당근마켓,,,4.2,3.7,4.2,4.4,3387,7524,6236,3861,4351,5208,8937
3.2,2.6,대기업,450,응용 소프트웨어 개발 및 공급업,(주)카카오엔터테인먼트,34296589,12,3.2,3.2,2.8,2.9,2954,6563,5439,3368,3795,4542,7795
2.6,2.4,,,응용 소프트웨어 개발 및 공급업,(주)디케이테크인,,,3.2,3.4,2.3,2.2,2148,4773,3955,2449,2760,3304,5669
3.2,2.7,,,응용 소프트웨어 개발 및 공급업,(주)다나와,,,3.0,4.0,2.7,2.7,2144,4762,3947,2444,2754,3296,5657
3.3,2.8,,,응용 소프트웨어 개발 및 공급업,(주)마이다스아이티,,,3.1,2.3,3.5,3.8,3581,7955,6592,4082,4600,5506,9449
2.4,1.8,,,컴퓨터 프로그래밍 서비스업,(주)더존비즈온,,,2.3,2.3,2.7,2.2,2526,5611,4649,2879,3245,3883,6664
3.5,2.6,,,응용 소프트웨어 개발 및 공급업,현대오토에버(주),,,3.3,3.7,3.0,3.7,3580,7953,6590,4081,4599,5504,9445
3.2,3.1,스타트업,311,응용 소프트웨어 개발 및 공급업,(주)카카오스타일,4002154,10,3.3,3.5,2.9,3.4,2837,6303,5223,3234,3645,4362,7486
3.6,3.3,스타트업,926,응용 소프트웨어 개발 및 공급업,(주)우아한형제들,19516004,11,3.8,3.3,3.2,3.7,3208,7127,5906,3658,4122,4933,8465
average_star,ceo_star,company_class,company_employee,company_industry,company_name,company_sales,company_year,culture_star,life_star,opportunity_star,salary_star,salary_고졸,salary_과장,salary_대리,salary_대졸2,salary_대졸4,salary_주임,salary_차장
3.2,2.6,대기업,450,응용 소프트웨어 개발 및 공급업,(주)카카오엔터테인먼트,34296589,12,3.2,3.2,2.8,2.9,2954,6563,5439,3368,3795,4542,7795
average_star,ceo_star,company_class,company_employee,company_industry,company_name,company_sales,company_year,culture_star,life_star,opportunity_star,salary_star,salary_고졸,salary_과장,salary_대리,salary_대졸2,salary_대졸4,salary_주임,salary_차장
3.2,2.6,대기업,450,응용 소프트웨어 개발 및 공급업,(주)카카오엔터테인먼트,34296589,12,3.2,3.2,2.8,2.9,2954,6563,5439,3368,3795,4542,7795
average_star,ceo_star,company_class,company_employee,company_industry,company_name,company_sales,company_year,culture_star,life_star,opportunity_star,page,salary_star,salary_고졸,salary_과장,salary_대리,salary_대졸2,salary_대졸4,salary_주임,salary_차장
3.2,2.6,대기업,450,응용 소프트웨어 개발 및 공급업,(주)카카오엔터테인먼트,34296589,12,3.2,3.2,2.8,1,2.9,2954,6563,5439,3368,3795,4542,7795
3.2,2.6,대기업,450,응용 소프트웨어 개발 및 공급업,(주)카카오엔터테인먼트,34296589,12,2021-09-11 10:45:51,3.2,3.2,2.8,1,2.9,2954,6563,5439,3368,3795,4542,7795
average_star,ceo_star,company_class,company_employee,company_industry,company_name,company_sales,company_year,crawl_time,culture_star,life_star,opportunity_star,page,salary_star,salary_고졸,salary_과장,salary_대리,salary_대졸2,salary_대졸4,salary_주임,salary_차장
3.2,2.6,대기업,450,응용 소프트웨어 개발 및 공급업,(주)카카오엔터테인먼트,34296589,12,2021-09-11 10:54:45,3.2,3.2,2.8,1,2.9,2954,6563,5439,3368,3795,4542,7795
2.4,1.8,,,컴퓨터 프로그래밍 서비스업,(주)더존비즈온,,,2021-09-11 10:54:46,2.3,2.3,2.7,1,2.2,2526,5611,4649,2879,3245,3883,6664
3.2,2.7,,,응용 소프트웨어 개발 및 공급업,(주)다나와,,,2021-09-11 10:54:46,3.0,4.0,2.7,1,2.7,2144,4762,3947,2444,2754,3296,5657
3.3,2.8,,,응용 소프트웨어 개발 및 공급업,(주)마이다스아이티,,,2021-09-11 10:54:46,3.1,2.3,3.5,1,3.8,3581,7955,6592,4082,4600,5506,9449
3.5,2.6,,,응용 소프트웨어 개발 및 공급업,현대오토에버(주),,,2021-09-11 10:54:46,3.3,3.7,3.0,1,3.7,3580,7953,6590,4081,4599,5504,9445
3.2,3.1,스타트업,311,응용 소프트웨어 개발 및 공급업,(주)카카오스타일,4002154,10,2021-09-11 10:54:46,3.3,3.5,2.9,1,3.4,2837,6303,5223,3234,3645,4362,7486
3.3,3.2,,,응용 소프트웨어 개발 및 공급업,(주)카카오브이엑스,,,2021-09-11 10:54:46,3.4,3.6,2.8,1,2.9,2416,5368,4449,2755,3104,3715,6376
2.6,2.4,,,응용 소프트웨어 개발 및 공급업,(주)디케이테크인,,,2021-09-11 10:54:47,3.2,3.4,2.3,1,2.2,2148,4773,3955,2449,2760,3304,5669
4.2,4.4,,,응용 소프트웨어 개발 및 공급업,(주)당근마켓,,,2021-09-11 10:54:47,4.2,3.7,4.2,1,4.4,3387,7524,6236,3861,4351,5208,8937
3.6,3.3,스타트업,926,응용 소프트웨어 개발 및 공급업,(주)우아한형제들,19516004,11,2021-09-11 10:54:47,3.8,3.3,3.2,1,3.7,3208,7127,5906,3658,4122,4933,8465
average_star,ceo_star,company_class,company_employee,company_industry,company_name,company_sales,company_year,crawl_time,culture_star,life_star,opportunity_star,page,salary_star,salary_고졸,salary_과장,salary_대리,salary_대졸2,salary_대졸4,salary_주임,salary_차장
4.2,4.4,,,응용 소프트웨어 개발 및 공급업,(주)당근마켓,,,2021-09-11 22:04:10,4.2,3.7,4.2,1,4.4,3387,7524,6236,3861,4351,5208,8937
2.4,1.8,,,컴퓨터 프로그래밍 서비스업,(주)더존비즈온,,,2021-09-11 22:04:10,2.3,2.3,2.7,1,2.2,2526,5611,4649,2879,3245,3883,6664
3.2,2.6,대기업,450,응용 소프트웨어 개발 및 공급업,(주)카카오엔터테인먼트,34296589,12,2021-09-11 22:04:11,3.2,3.2,2.8,1,2.9,2954,6563,5439,3368,3795,4542,7795
3.2,2.7,,,응용 소프트웨어 개발 및 공급업,(주)다나와,,,2021-09-11 22:04:11,3.0,4.0,2.7,1,2.7,2144,4762,3947,2444,2754,3296,5657
3.3,2.8,,,응용 소프트웨어 개발 및 공급업,(주)마이다스아이티,,,2021-09-11 22:04:11,3.1,2.3,3.5,1,3.8,3581,7955,6592,4082,4600,5506,9449
3.2,3.1,스타트업,311,응용 소프트웨어 개발 및 공급업,(주)카카오스타일,4002154,10,2021-09-11 22:04:11,3.3,3.5,2.9,1,3.4,2837,6303,5223,3234,3645,4362,7486
3.5,2.6,,,응용 소프트웨어 개발 및 공급업,현대오토에버(주),,,2021-09-11 22:04:11,3.3,3.7,3.0,1,3.7,3580,7953,6590,4081,4599,5504,9445
3.3,3.2,,,응용 소프트웨어 개발 및 공급업,(주)카카오브이엑스,,,2021-09-11 22:04:11,3.4,3.6,2.8,1,2.9,2416,5368,4449,2755,3104,3715,6376
2.6,2.4,,,응용 소프트웨어 개발 및 공급업,(주)디케이테크인,,,2021-09-11 22:04:12,3.2,3.4,2.3,1,2.2,2148,4773,3955,2449,2760,3304,5669
3.6,3.3,스타트업,926,응용 소프트웨어 개발 및 공급업,(주)우아한형제들,19516004,11,2021-09-11 22:04:12,3.8,3.3,3.2,1,3.7,3208,7127,5906,3658,4122,4933,8465
average_star,ceo_star,company_class,company_employee,company_industry,company_name,company_sales,company_year,crawl_time,culture_star,life_star,opportunity_star,page,salary_star,salary_고졸,salary_과장,salary_대리,salary_대졸2,salary_대졸4,salary_주임,salary_차장
1.9,1.7,중소기업,14,컴퓨터 프로그래밍 서비스업,(주)인터메타,565349,17,2021-09-12 09:01:25,2.0,2.6,1.5,202,1.8,1588,3528,2924,1811,2040,2442,4191
0.0,0.0,중소기업,17,응용 소프트웨어 개발 및 공급업,(주)인포씨지,163532,12,2021-09-12 09:04:42,0.0,0.0,0.0,203,0.0,2069,4596,3809,2359,2658,3181,5459
3.8,3.2,중소기업,54,응용 소프트웨어 개발 및 공급업,(주)비즈데이터,386241,8,2021-09-12 09:04:42,3.7,4.0,3.2,203,3.0,2466,5479,4541,2812,3168,3792,6508
3.8,3.0,중소기업,16,응용 소프트웨어 개발 및 공급업,(주)웨어비즈,1042687,16,2021-09-12 09:04:56,3.0,3.8,3.8,204,3.0,2112,4692,3888,2408,2713,3247,5573
3.3,3.1,중소기업,15,응용 소프트웨어 개발 및 공급업,(주)레벨나인,133857,6,2021-09-12 09:04:56,3.9,2.9,3.0,204,3.0,2173,4827,4000,2477,2792,3341,5734
0.0,0.0,중소기업,3,응용 소프트웨어 개발 및 공급업,아이피지오토모티브코리아(유),534005,6,2021-09-12 09:04:56,0.0,0.0,0.0,203,0.0,2993,6648,5509,3412,3845,4602,7896
0.0,0.0,,,응용 소프트웨어 개발 및 공급업,엔에프엔(유),,,2021-09-12 09:06:03,0.0,0.0,0.0,202,0.0,1623,3605,2987,1850,2084,2495,4282
1.3,1.7,,,응용 소프트웨어 개발 및 공급업,(주)오앤이교육,,,2021-09-12 09:06:03,1.7,2.0,2.0,202,2.7,1789,3974,3293,2039,2298,2750,4720
0.0,0.0,중소기업,13,응용 소프트웨어 개발 및 공급업,(주)만사시스템,156966,11,2021-09-12 09:06:03,0.0,0.0,0.0,202,0.0,1584,3519,2916,1806,2035,2436,4180
3.3,3.3,중소기업,9,컴퓨터 프로그래밍 서비스업,닥프렌즈(주),12583,12,2021-09-12 09:06:05,3.3,4.0,3.0,202,3.7,2396,5323,4411,2732,3078,3684,6322
1.3,1.3,,,컴퓨터 프로그래밍 서비스업,스마트쿱(주),,,2021-09-12 09:06:05,1.5,1.5,1.3,202,1.3,2285,5075,4206,2605,2935,3513,6028
0.0,0.0,,,응용 소프트웨어 개발 및 공급업,(주)브레이크앤컴퍼니,,,2021-09-12 09:06:05,0.0,0.0,0.0,202,0.0,,,,,,,
0.0,0.0,,,응용 소프트웨어 개발 및 공급업,(주)케이엘아이에스,,,2021-09-12 09:07:11,0.0,0.0,0.0,202,0.0,2805,6231,5163,3197,3603,4312,7400
1.0,1.0,중소기업,16,컴퓨터 프로그래밍 서비스업,(주)애드뱅크,215558,28,2021-09-12 09:07:30,1.0,1.0,2.0,205,1.0,2009,4463,3698,2290,2581,3089,5301
2.5,2.7,,,응용 소프트웨어 개발 및 공급업,(주)망고,,,2021-09-12 09:07:30,3.2,2.1,2.7,205,2.0,1733,3850,3190,1975,2226,2664,4572
3.4,3.1,,,응용 소프트웨어 개발 및 공급업,(주)아틀라스랩스,,,2021-09-12 09:13:36,3.3,4.1,3.2,201,3.1,,,,,,,
2.2,1.9,중소기업,36,응용 소프트웨어 개발 및 공급업,(주)글로스퍼,446268,5,2021-09-12 09:13:37,2.2,2.8,2.1,201,2.5,2566,5702,4725,2926,3297,3946,6772
3.0,2.0,,,응용 소프트웨어 개발 및 공급업,(주)키스톤소프트,,,2021-09-12 09:13:37,2.0,4.0,3.0,201,3.0,2708,6016,4985,3087,3479,4164,7145
3.2,3.6,,,컴퓨터 프로그래밍 서비스업,빔피어스,,,2021-09-12 09:13:37,3.2,3.0,3.4,201,3.0,,,,,,,
0.0,0.0,중소기업,10,응용 소프트웨어 개발 및 공급업,(주)코디더매니저,45272,4,2021-09-12 09:14:08,0.0,0.0,0.0,204,0.0,,,,,,,
2.3,2.3,중소기업,60,응용 소프트웨어 개발 및 공급업,(주)동림티엔에스,807929,20,2021-09-12 09:14:57,2.1,2.3,2.4,201,2.4,2316,5146,4264,2640,2975,3561,6112
3.5,2.8,중소기업,63,응용 소프트웨어 개발 및 공급업,(주)크레디트라인,2138209,22,2021-09-12 09:14:57,3.2,3.0,3.6,201,3.0,2624,5829,4831,2991,3371,4034,6923
0.0,0.0,,,응용 소프트웨어 개발 및 공급업,(주)알티엠,,,2021-09-12 09:14:58,0.0,0.0,0.0,201,0.0,2203,4895,4056,2512,2830,3388,5813
2.3,1.8,중소기업,32,응용 소프트웨어 개발 및 공급업,이엠캐스트(주),246360,22,2021-09-12 09:15:46,2.3,2.0,2.7,205,2.0,2257,5014,4155,2573,2900,3470,5956
2.6,2.1,중견기업,37,응용 소프트웨어 개발 및 공급업,후지쯔코리아솔루션서비스(주),1324397,22,2021-09-12 09:15:46,2.5,2.4,2.6,204,2.1,3022,6714,5564,3445,3882,4647,7974
4.0,4.0,,,응용 소프트웨어 개발 및 공급업,(주)피비컴,,,2021-09-12 09:17:08,3.5,3.5,4.0,204,3.5,2040,4532,3755,2326,2621,3136,5383
2.9,2.5,중소기업,42,응용 소프트웨어 개발 및 공급업,(주)링솔류션즈,867882,14,2021-09-12 09:17:08,3.8,3.4,3.0,204,2.3,2166,4811,3987,2469,2782,3330,5714
2.3,2.2,,,응용 소프트웨어 개발 및 공급업,(주)배움,,,2021-09-12 09:17:09,2.6,2.6,2.3,204,2.3,,,,,,,
3.0,3.0,,,응용 소프트웨어 개발 및 공급업,(주)카라멜라,,,2021-09-12 09:17:09,5.0,2.0,5.0,205,2.0,1240,2755,2283,1414,1593,1907,3273
3.1,2.7,중소기업,15,응용 소프트웨어 개발 및 공급업,(주)지큐브,133824,17,2021-09-12 09:17:09,3.3,3.1,2.9,204,2.5,3217,7148,5923,3668,4133,4947,8490
1.7,1.3,,,응용 소프트웨어 개발 및 공급업,(주)큐아이즈,,,2021-09-12 09:17:10,2.4,2.6,1.3,204,1.7,2228,4948,4101,2540,2862,3425,5877
2.4,2.3,중소기업,61,응용 소프트웨어 개발 및 공급업,(주)폴라리움,63471,6,2021-09-12 09:17:18,2.5,2.9,2.7,203,2.4,3112,6912,5728,3547,3997,4784,8209
0.0,0.0,,,응용 소프트웨어 개발 및 공급업,쿼타랩(주),,,2021-09-12 09:17:18,0.0,0.0,0.0,203,0.0,3369,7485,6203,3841,4329,5181,8890
1.4,1.3,,,응용 소프트웨어 개발 및 공급업,(주)이에스피시스템즈,,,2021-09-12 09:28:31,1.2,1.8,1.4,206,1.2,2326,5167,4281,2652,2988,3576,6137
3.8,3.7,,,응용 소프트웨어 개발 및 공급업,디에이전시(주),,,2021-09-12 09:29:34,4.0,3.4,3.5,207,3.7,2270,5043,4179,2588,2916,3490,5990
0.0,0.0,,,응용 소프트웨어 개발 및 공급업,(주)요쿠스,,,2021-09-12 09:29:34,0.0,0.0,0.0,207,0.0,3224,7162,5935,3676,4142,4957,8507
2.8,2.7,,,컴퓨터 프로그래밍 서비스업,(주)예스콜닷컴,,,2021-09-12 09:30:12,3.2,3.2,2.9,209,2.8,2081,4624,3831,2373,2674,3200,5492
3.1,2.5,,,응용 소프트웨어 개발 및 공급업,(주)오랩,,,2021-09-12 09:31:24,3.1,3.0,2.8,209,2.5,1784,3963,3284,2034,2292,2743,4707
3.5,3.3,,,컴퓨터 프로그래밍 서비스업,(주)소금,,,2021-09-12 09:31:25,3.8,4.2,2.9,209,2.7,,,,,,,
0.0,0.0,중소기업,14,응용 소프트웨어 개발 및 공급업,(주)스마트파이브,328617,11,2021-09-12 09:32:01,0.0,0.0,0.0,208,0.0,2967,6592,5462,3383,3812,4562,7829
2.0,1.0,중소기업,15,응용 소프트웨어 개발 및 공급업,(주)지미션,372563,3,2021-09-12 09:32:02,1.0,1.0,1.0,208,2.0,3344,7428,6156,3812,4296,5141,8823
2.2,1.7,중소기업,41,응용 소프트웨어 개발 및 공급업,(주)퓨즈,1071600,17,2021-09-12 09:32:21,1.9,2.0,2.9,209,1.8,2146,4766,3949,2446,2756,3299,5661
2.0,2.0,중소기업,19,응용 소프트웨어 개발 및 공급업,아이원소프트뱅크(주),388243,9,2021-09-12 09:32:22,2.5,1.5,3.0,209,1.5,2313,5139,4259,2637,2972,3557,6104
4.0,3.8,중소기업,25,응용 소프트웨어 개발 및 공급업,(주)레드우드케이,314390,6,2021-09-12 09:32:22,4.0,3.5,4.0,208,3.8,2451,5444,4512,2794,3148,3768,6467
2.0,2.0,중소기업,25,응용 소프트웨어 개발 및 공급업,(주)소프트엔지니어소사이어티,255767,6,2021-09-12 09:32:22,2.0,2.0,2.0,208,1.5,2365,5255,4354,2697,3039,3637,6241
2.4,2.7,중소기업,16,응용 소프트웨어 개발 및 공급업,(주)원소프트다임,106101,7,2021-09-12 09:32:23,3.4,3.3,3.1,208,2.4,2243,4982,4128,2557,2881,3448,5917
2.2,2.0,중소기업,74,컴퓨터 프로그래밍 서비스업,유플리트(주),837621,16,2021-09-12 09:32:23,2.3,2.1,2.5,208,1.7,2253,5006,4149,2569,2895,3465,5946
3.0,2.5,중소기업,31,응용 소프트웨어 개발 및 공급업,(주)휴엔시스템,355558,14,2021-09-12 09:32:49,3.0,3.3,3.0,207,2.4,2140,4754,3940,2440,2749,3291,5647
2.2,1.8,중소기업,98,응용 소프트웨어 개발 및 공급업,(주)온아이티시스템,948670,30,2021-09-12 09:32:50,2.0,2.3,2.8,206,2.3,2543,5651,4683,2900,3268,3911,6712
2.7,2.0,중소기업,76,응용 소프트웨어 개발 및 공급업,(주)네오넥스소프트,1094042,18,2021-09-12 09:34:22,2.6,2.7,2.5,209,2.1,2125,4722,3913,2423,2730,3268,5608
2.2,2.2,중소기업,27,응용 소프트웨어 개발 및 공급업,(주)인정보기술,498286,20,2021-09-12 09:37:55,2.3,2.8,2.2,204,1.8,2081,4622,3830,2372,2673,3199,5490
4.0,4.2,,,응용 소프트웨어 개발 및 공급업,(주)버드뷰,,,2021-09-12 09:37:56,4.2,3.8,3.4,203,3.7,,,,,,,
3.7,3.1,,,응용 소프트웨어 개발 및 공급업,(주)연,,,2021-09-12 09:37:56,3.4,3.0,3.4,203,4.2,1978,4395,3641,2255,2541,3041,5219
3.5,3.5,,,컴퓨터 프로그래밍 서비스업,해피CGI,,,2021-09-12 09:38:37,2.5,3.5,2.5,206,3.5,,,,,,,
0.0,0.0,,,httpwwwnexrealcom,(주)넥스리얼,,,2021-09-12 09:38:37,0.0,0.0,0.0,206,0.0,2722,6047,5011,3103,3497,4186,7183
1.0,1.0,,,응용 소프트웨어 개발 및 공급업,(주)웨이커스,,,2021-09-12 09:38:40,1.0,1.0,1.0,208,1.0,1675,3720,3083,1909,2151,2575,4419
3.9,3.7,중소기업,15,응용 소프트웨어 개발 및 공급업,(주)퍼브,202380,8,2021-09-12 09:39:03,4.0,3.9,3.2,203,3.4,1708,3795,3145,1947,2194,2626,4507
1.9,1.6,,,응용 소프트웨어 개발 및 공급업,(주)블로코,,,2021-09-12 09:39:04,1.9,2.9,1.8,208,2.0,,,,,,,
2.3,1.9,중소기업,9,응용 소프트웨어 개발 및 공급업,(주)해강기술,89532,20,2021-09-12 09:39:04,3.0,1.6,2.1,206,2.0,2419,5373,4453,2757,3107,3719,6382
2.5,2.0,중소기업,6,응용 소프트웨어 개발 및 공급업,(주)엠티비,145905,17,2021-09-12 09:39:23,3.0,2.0,3.0,206,2.0,1781,3957,3279,2030,2288,2739,4700
0.0,0.0,중소기업,23,응용 소프트웨어 개발 및 공급업,엘렉타(주),2154594,12,2021-09-12 09:39:23,0.0,0.0,0.0,207,0.0,3822,8490,7036,4357,4910,5876,10084
0.0,0.0,중소기업,11,응용 소프트웨어 개발 및 공급업,(주)지노텍,6694,6,2021-09-12 09:39:23,0.0,0.0,0.0,201,0.0,2878,6394,5298,3281,3698,4425,7594
1.8,1.8,스타트업,9,응용 소프트웨어 개발 및 공급업,(주)플레이팅,1885,7,2021-09-12 09:41:43,2.2,2.0,2.5,203,1.5,,,,,,,
0.0,0.0,중소기업,9,응용 소프트웨어 개발 및 공급업,(주)한국플랫폼시스템,25546,5,2021-09-12 09:42:10,0.0,0.0,0.0,207,0.0,2061,4578,3794,2349,2647,3168,5437
0.0,0.0,중소기업,5,응용 소프트웨어 개발 및 공급업,(주)수현소프트,37742,10,2021-09-12 09:42:11,0.0,0.0,0.0,207,0.0,2236,4967,4116,2549,2872,3437,5899
3.1,2.6,중소기업,30,컴퓨터 프로그래밍 서비스업,한국리스크관리(주),745961,22,2021-09-12 09:42:11,3.1,2.5,3.5,207,2.2,2492,5537,4588,2841,3202,3832,6576
1.8,1.8,,,컴퓨터 프로그래밍 서비스업,(주)현승,,,2021-09-12 09:42:12,2.0,2.2,2.2,207,1.9,2226,4946,4098,2538,2860,3423,5874
3.0,2.0,,,응용 소프트웨어 개발 및 공급업,(주)온코어에스엔티,,,2021-09-12 09:42:47,3.0,4.0,4.0,207,2.0,,,,,,,
3.1,2.4,중소기업,54,응용 소프트웨어 개발 및 공급업,(주)새롬씨앤씨,1491747,23,2021-09-12 09:57:22,2.6,3.3,2.9,211,2.5,2515,5588,4631,2868,3232,3867,6637
2.0,2.4,,,응용 소프트웨어 개발 및 공급업,(주)이프아이,,,2021-09-12 09:57:23,1.8,2.4,2.0,211,1.8,,,,,,,
4.7,4.7,,,응용 소프트웨어 개발 및 공급업,(주)마이프랜차이즈,,,2021-09-12 09:57:23,5.0,4.3,4.3,211,3.7,2827,6280,5204,3223,3632,4347,7459
1.0,1.0,중소기업,15,응용 소프트웨어 개발 및 공급업,(주)비에이치소프트,184990,11,2021-09-12 09:57:24,1.0,2.5,1.5,211,1.5,2393,5316,4405,2728,3074,3679,6314
2.4,2.0,중소기업,14,응용 소프트웨어 개발 및 공급업,(주)리로소프트,178080,8,2021-09-12 09:57:24,1.7,2.3,2.2,211,2.5,,,,,,,
2.0,1.0,,,응용 소프트웨어 개발 및 공급업,(주)지앤플렉스,,,2021-09-12 09:58:14,3.0,2.5,2.0,212,1.0,,,,,,,
0.0,0.0,중소기업,10,응용 소프트웨어 개발 및 공급업,(주)지랩스,12992,6,2021-09-12 09:58:14,0.0,0.0,0.0,212,0.0,1822,4049,3355,2078,2341,2802,4809
0.0,0.0,,,응용 소프트웨어 개발 및 공급업,위와(주),,,2021-09-12 09:58:15,0.0,0.0,0.0,212,0.0,,,,,,,
